,age,job,marital,education,default,balance,housing,loan,day_of_week,month,duration,campaign,pdays,previous,subscribed
4051,47,blue-collar,single,secondary,no,15,yes,no,19,may,62,2,-1,0,no
32621,32,blue-collar,single,secondary,no,782,yes,no,17,apr,517,1,-1,0,no
9454,41,admin.,single,secondary,no,84,yes,no,6,jun,238,3,-1,0,no
28775,39,housemaid,married,secondary,no,953,no,no,30,jan,23,6,232,3,no
39594,36,technician,married,secondary,no,15485,no,no,26,may,83,1,42,1,no
32573,34,blue-collar,married,secondary,no,2595,yes,yes,17,apr,126,1,336,2,no
37338,37,blue-collar,married,secondary,no,198,yes,no,13,may,156,5,369,2,no
25651,34,management,married,tertiary,no,395,yes,no,19,nov,202,2,-1,0,no
39938,39,management,single,tertiary,no,3797,no,no,2,jun,96,2,-1,0,no
2639,44,blue-collar,married,secondary,no,1340,yes,no,13,may,244,1,-1,0,no
19975,52,technician,married,secondary,no,3577,no,yes,8,aug,62,2,-1,0,no
13446,53,blue-collar,married,secondary,no,-626,yes,no,9,jul,205,1,-1,0,no
3893,41,management,divorced,tertiary,no,647,yes,no,16,may,270,1,-1,0,no
10011,57,housemaid,married,secondary,no,992,no,no,9,jun,329,3,-1,0,no
20611,59,retired,married,secondary,no,566,no,no,12,aug,464,4,-1,0,no
25062,36,management,married,tertiary,no,6172,yes,yes,18,nov,126,2,-1,0,no
21699,46,technician,married,secondary,no,966,yes,yes,19,aug,40,2,-1,0,no
44435,34,admin.,married,tertiary,no,79,yes,no,5,aug,203,1,92,5,yes
42465,35,technician,married,secondary,no,13658,yes,no,9,dec,220,2,-1,0,no
11051,51,blue-collar,married,primary,no,3942,yes,no,17,jun,363,3,-1,0,no
14799,26,admin.,divorced,secondary,no,1,no,no,16,jul,92,1,-1,0,no
25840,33,blue-collar,married,tertiary,no,6138,yes,no,19,nov,384,1,183,1,no
38547,49,self-employed,married,secondary,no,2576,yes,no,15,may,64,6,-1,0,no
1701,26,blue-collar,single,secondary,no,153,yes,no,9,may,386,1,-1,0,no
42592,29,services,single,secondary,no,814,no,no,6,jan,54,1,-1,0,no
36810,47,entrepreneur,married,primary,no,668,no,no,12,may,908,1,-1,0,no
38806,57,housemaid,married,primary,no,151,yes,no,18,may,14,4,-1,0,no
22053,59,entrepreneur,married,tertiary,no,-23,no,yes,20,aug,195,7,-1,0,no
27343,57,management,married,tertiary,no,24498,no,no,21,nov,161,5,-1,0,no
29668,49,admin.,single,secondary,no,780,no,no,3,feb,354,5,-1,0,no
11899,37,blue-collar,single,secondary,no,3876,no,no,20,jun,8,12,-1,0,no
41979,73,retired,married,primary,no,542,no,no,26,oct,355,1,180,5,yes
1203,39,admin.,married,secondary,no,419,yes,yes,8,may,35,1,-1,0,no
33225,35,blue-collar,married,secondary,no,0,yes,yes,20,apr,123,3,-1,0,no
15989,47,housemaid,married,tertiary,no,228,yes,no,22,jul,89,1,-1,0,no
36324,41,services,married,secondary,no,1319,yes,no,11,may,305,1,-1,0,no
23561,42,technician,divorced,secondary,no,305,yes,no,28,aug,82,4,-1,0,no
17799,28,services,married,tertiary,no,599,yes,no,29,jul,189,5,-1,0,no
37730,43,technician,married,secondary,no,38,yes,no,14,may,273,1,-1,0,no
23820,48,blue-collar,married,secondary,no,647,no,no,29,aug,64,8,-1,0,no
8075,38,blue-collar,single,primary,no,522,yes,no,2,jun,156,1,-1,0,no
13318,47,blue-collar,married,primary,no,-406,no,yes,8,jul,243,5,-1,0,no
42867,53,management,married,tertiary,no,6571,no,no,3,feb,208,1,-1,0,yes
32187,34,technician,single,secondary,no,2660,yes,no,15,apr,158,2,329,1,no
42945,79,retired,divorced,secondary,no,631,no,no,8,feb,105,2,181,1,no
44397,60,housemaid,married,secondary,no,0,no,no,3,aug,676,2,181,5,yes
31797,37,admin.,married,tertiary,no,2693,yes,no,8,apr,261,1,-1,0,no
13374,58,retired,married,tertiary,no,941,no,yes,9,jul,254,1,-1,0,no
33008,31,technician,single,secondary,no,579,yes,yes,17,apr,469,3,322,15,no
35754,37,technician,divorced,secondary,no,262,yes,no,8,may,268,1,281,4,no
24225,48,management,married,tertiary,no,3419,yes,no,17,nov,75,1,-1,0,no
10715,39,technician,married,secondary,no,94,no,no,16,jun,182,2,-1,0,no
21892,38,technician,married,tertiary,no,536,no,no,20,aug,360,4,-1,0,no
28033,42,self-employed,single,secondary,no,429,no,no,28,jan,96,2,-1,0,no
10286,46,services,married,secondary,no,6913,no,no,12,jun,781,2,-1,0,no
9963,45,technician,married,secondary,no,546,yes,yes,9,jun,152,4,-1,0,no
26833,34,admin.,single,secondary,no,4436,yes,no,20,nov,292,2,178,6,no
5997,26,blue-collar,single,secondary,no,339,yes,no,26,may,165,5,-1,0,no
29824,28,technician,single,secondary,no,34,yes,no,4,feb,16,6,268,4,no
15896,42,services,divorced,secondary,no,1043,yes,no,21,jul,97,3,-1,0,no
16448,44,services,married,secondary,no,1106,yes,no,23,jul,239,11,-1,0,no
30724,35,management,single,tertiary,no,1064,yes,no,6,feb,69,2,261,1,no
31190,41,management,married,secondary,no,280,yes,no,27,feb,87,2,-1,0,yes
4367,52,blue-collar,married,primary,no,522,yes,no,19,may,298,2,-1,0,no
3605,53,technician,married,secondary,no,4541,yes,no,15,may,190,6,-1,0,no
32845,31,blue-collar,single,primary,no,817,yes,no,17,apr,160,1,-1,0,no
35977,34,admin.,married,secondary,no,471,yes,no,8,may,146,3,340,2,no
38878,31,blue-collar,married,primary,no,1654,yes,no,18,may,288,1,-1,0,no
19924,32,technician,single,secondary,no,40,no,no,8,aug,419,2,-1,0,yes
10721,37,management,married,tertiary,no,0,no,no,16,jun,637,6,-1,0,yes
12760,48,management,married,tertiary,no,666,yes,no,7,jul,317,6,-1,0,no
1860,37,technician,married,tertiary,no,447,yes,no,9,may,1170,1,-1,0,no
15085,34,admin.,married,secondary,no,-191,yes,no,17,jul,156,6,-1,0,no
38466,40,management,married,tertiary,no,592,yes,no,15,may,15,11,-1,0,no
39296,30,blue-collar,divorced,primary,no,-258,yes,no,18,may,18,2,-1,0,no
24716,42,technician,married,secondary,no,525,no,no,17,nov,172,3,-1,0,no
34414,40,management,married,primary,no,535,yes,no,5,may,11,6,-1,0,no
23335,49,blue-collar,married,secondary,no,24,no,yes,27,aug,168,3,-1,0,no
35422,31,technician,single,secondary,no,1626,no,no,7,may,356,2,286,3,no
26689,43,self-employed,married,tertiary,no,6424,no,no,20,nov,55,1,-1,0,no
38986,30,management,single,tertiary,no,3410,yes,no,18,may,140,1,-1,0,no
22345,46,blue-collar,married,primary,no,255,no,no,22,aug,95,2,-1,0,no
24326,40,services,divorced,secondary,no,5766,yes,yes,17,nov,68,2,173,1,no
23005,32,technician,single,secondary,no,316,no,no,26,aug,137,2,-1,0,no
34513,30,blue-collar,single,secondary,no,1073,yes,no,5,may,1130,4,-1,0,no
40996,29,management,married,tertiary,no,30,no,no,13,aug,83,1,105,1,no
7404,37,management,married,tertiary,no,-113,yes,no,29,may,219,3,-1,0,no
27672,46,admin.,married,secondary,no,9319,yes,no,21,nov,31,7,-1,0,no
12484,40,services,single,secondary,no,-27,no,yes,1,jul,221,1,-1,0,no
4022,38,blue-collar,married,primary,no,-326,yes,no,16,may,237,3,-1,0,no
25976,40,blue-collar,married,secondary,no,1708,yes,no,19,nov,382,2,174,1,no
38721,33,blue-collar,married,secondary,no,-63,yes,no,15,may,126,2,350,1,no
45160,35,technician,married,secondary,no,0,yes,no,9,nov,524,1,96,5,yes
21192,52,blue-collar,married,primary,no,66653,no,no,14,aug,109,3,-1,0,no
20406,32,technician,married,secondary,no,1568,no,no,12,aug,161,6,-1,0,no
45056,64,management,married,tertiary,no,5112,no,no,19,oct,898,7,137,11,yes
31883,49,admin.,married,secondary,no,909,yes,no,9,apr,730,1,-1,0,no
40124,28,management,single,secondary,no,171,no,no,5,jun,324,1,87,1,yes
13677,49,technician,married,secondary,no,313,no,no,9,jul,115,2,-1,0,no
44193,63,blue-collar,married,secondary,no,180,no,no,15,jul,390,2,182,5,yes
34694,45,management,married,tertiary,no,0,yes,no,5,may,469,2,342,1,no
39552,26,management,married,tertiary,no,243,no,no,26,may,482,1,-1,0,yes
20306,37,management,married,tertiary,no,0,no,no,11,aug,187,4,-1,0,no
8127,32,technician,divorced,secondary,no,-399,yes,no,2,jun,180,1,-1,0,no
3504,48,technician,married,secondary,no,0,yes,yes,15,may,964,2,-1,0,no
28497,32,management,married,tertiary,no,2213,no,no,29,jan,125,2,154,7,no
13364,49,services,married,secondary,no,884,yes,no,8,jul,201,3,-1,0,no
18082,41,services,married,secondary,no,1785,no,no,30,jul,225,7,-1,0,no
29574,33,student,single,secondary,no,1883,yes,no,3,feb,121,5,256,1,no
38416,34,management,married,secondary,no,-285,yes,no,15,may,192,1,276,3,no
25969,56,admin.,married,secondary,no,0,yes,no,19,nov,154,2,-1,0,no
1138,37,blue-collar,married,secondary,no,374,yes,no,7,may,944,3,-1,0,no
25225,33,unemployed,divorced,secondary,no,0,yes,no,18,nov,91,2,-1,0,no
3465,35,unemployed,married,primary,no,494,yes,no,15,may,71,4,-1,0,no
36110,43,management,divorced,tertiary,no,580,yes,no,11,may,1514,1,284,2,yes
11915,52,services,married,primary,no,911,no,no,20,jun,29,2,-1,0,no
23084,32,management,single,tertiary,yes,5,yes,no,26,aug,520,4,-1,0,no
41333,35,technician,single,tertiary,no,7546,yes,no,28,aug,255,1,88,2,no
14787,57,services,married,primary,no,1728,yes,no,16,jul,164,1,-1,0,no
31638,47,admin.,single,secondary,no,1544,yes,no,6,apr,104,1,312,1,no
9997,40,blue-collar,married,primary,no,48,no,no,9,jun,100,5,-1,0,no
42901,30,blue-collar,single,secondary,no,228,no,no,5,feb,232,1,365,1,no
32275,29,technician,single,secondary,no,525,yes,no,16,apr,228,2,-1,0,no
42896,76,retired,married,tertiary,no,0,no,no,4,feb,92,3,169,1,no
20295,55,blue-collar,married,primary,no,1512,no,no,11,aug,262,4,-1,0,no
23570,34,management,single,tertiary,no,46,no,no,28,aug,211,17,-1,0,no
38220,50,blue-collar,married,primary,no,226,yes,no,15,may,98,1,330,5,no
36004,38,blue-collar,married,primary,no,1597,no,no,8,may,15,1,-1,0,no
44315,39,unemployed,married,primary,no,7005,yes,no,28,jul,429,2,184,3,yes
30289,29,technician,married,secondary,no,767,yes,no,5,feb,253,1,-1,0,no
41683,54,management,married,tertiary,no,8295,no,no,2,oct,849,2,119,1,yes
38585,25,services,married,secondary,no,806,yes,yes,15,may,193,2,-1,0,no
31321,32,entrepreneur,single,tertiary,no,-34,yes,no,11,mar,101,1,-1,0,yes
42353,36,admin.,married,tertiary,no,0,no,no,25,nov,106,1,205,2,no
15924,43,management,divorced,tertiary,no,-496,yes,yes,22,jul,420,3,-1,0,no
39820,38,unemployed,single,secondary,no,804,no,no,1,jun,1087,1,-1,0,yes
24726,48,technician,married,secondary,no,42,yes,yes,17,nov,92,1,-1,0,no
31725,33,blue-collar,married,primary,no,1064,yes,no,7,apr,311,1,330,1,no
21293,55,services,single,secondary,no,987,no,no,18,aug,63,4,-1,0,no
4794,38,services,married,secondary,no,-224,yes,yes,21,may,222,1,-1,0,no
38824,54,blue-collar,divorced,primary,no,215,yes,no,18,may,34,7,348,5,no
38254,32,self-employed,divorced,tertiary,no,3695,yes,no,15,may,34,1,353,3,no
27108,51,blue-collar,married,secondary,no,8486,yes,yes,21,nov,80,10,-1,0,no
33528,56,blue-collar,divorced,secondary,no,9698,yes,no,20,apr,189,2,-1,0,no
32123,46,management,married,secondary,no,4105,yes,no,15,apr,115,3,258,2,no
39186,27,blue-collar,single,secondary,no,2752,yes,no,18,may,165,2,-1,0,no
14601,46,technician,married,secondary,no,1590,yes,no,15,jul,59,2,-1,0,no
6915,60,retired,married,primary,no,170,yes,no,28,may,338,2,-1,0,no
27351,39,management,married,tertiary,no,1654,no,yes,21,nov,151,1,-1,0,no
12573,31,self-employed,married,secondary,yes,0,no,yes,3,jul,327,3,-1,0,no
35985,48,blue-collar,married,primary,no,1778,yes,no,8,may,267,3,-1,0,no
23247,32,management,married,tertiary,no,2204,no,no,27,aug,123,4,-1,0,no
22241,46,management,married,tertiary,yes,549,no,no,21,aug,87,8,-1,0,no
37992,38,blue-collar,divorced,primary,no,-258,yes,no,14,may,134,2,370,4,no
40503,32,management,single,tertiary,no,0,no,no,7,jul,98,1,159,1,no
2873,49,blue-collar,married,secondary,no,611,yes,yes,14,may,179,1,-1,0,no
983,46,admin.,divorced,secondary,no,207,yes,no,7,may,485,4,-1,0,no
43194,90,retired,divorced,primary,no,712,no,no,3,mar,557,1,-1,0,yes
15897,51,admin.,married,secondary,no,907,yes,no,21,jul,722,3,-1,0,no
27546,34,services,married,secondary,no,1637,yes,no,21,nov,107,4,-1,0,no
9442,28,technician,single,secondary,yes,-1042,yes,no,6,jun,712,2,-1,0,yes
37710,26,admin.,single,secondary,yes,-930,yes,no,14,may,786,1,-1,0,yes
28804,41,unemployed,married,tertiary,no,0,no,no,30,jan,81,1,-1,0,no
27865,31,unemployed,married,secondary,no,20,no,no,28,jan,304,1,71,1,no
6199,48,blue-collar,married,secondary,no,154,yes,no,27,may,70,3,-1,0,no
9112,45,services,married,secondary,no,0,no,yes,5,jun,370,2,-1,0,no
1281,39,blue-collar,married,primary,no,481,yes,no,8,may,204,1,-1,0,no
7138,38,admin.,single,secondary,no,623,yes,yes,29,may,44,1,-1,0,no
816,31,blue-collar,single,primary,no,435,yes,no,7,may,159,2,-1,0,no
6026,40,technician,married,secondary,no,96,yes,yes,26,may,29,2,-1,0,no
33611,29,services,single,secondary,no,3331,yes,no,20,apr,13,4,327,2,no
40478,52,technician,married,secondary,no,137,no,no,6,jul,227,2,-1,0,yes
5320,39,technician,married,secondary,no,287,yes,no,23,may,63,1,-1,0,no
35662,39,management,married,tertiary,no,3518,yes,no,8,may,440,1,-1,0,no
35524,44,self-employed,married,tertiary,no,11757,no,no,7,may,152,2,-1,0,no
13498,40,admin.,married,secondary,no,-253,yes,no,9,jul,177,1,-1,0,no
13220,25,services,single,secondary,no,628,no,no,8,jul,266,1,-1,0,no
8294,31,blue-collar,married,secondary,no,-617,yes,no,2,jun,115,2,-1,0,no
15365,30,entrepreneur,married,tertiary,no,501,yes,no,18,jul,94,1,-1,0,no
8369,55,services,married,secondary,no,1695,yes,no,3,jun,69,2,-1,0,no
19537,60,management,married,tertiary,no,0,no,no,7,aug,401,3,-1,0,yes
23531,42,management,married,tertiary,no,-671,no,no,28,aug,80,2,-1,0,no
21747,39,management,married,tertiary,no,218,no,no,19,aug,97,9,-1,0,no
19728,37,management,single,tertiary,no,171,yes,yes,7,aug,250,3,-1,0,no
9560,48,management,married,primary,no,2803,yes,no,6,jun,30,24,-1,0,no
15287,54,technician,single,tertiary,no,467,yes,no,18,jul,674,3,-1,0,yes
9224,58,retired,married,secondary,no,150,yes,no,5,jun,420,4,-1,0,no
17231,33,services,single,secondary,no,0,yes,no,28,jul,174,2,-1,0,no
37193,29,management,single,tertiary,no,0,yes,no,13,may,155,1,351,1,no
4071,57,services,divorced,primary,no,1920,no,no,19,may,77,2,-1,0,no
23319,36,management,married,tertiary,no,0,no,no,27,aug,558,11,-1,0,no
28872,59,unemployed,married,primary,no,0,no,no,30,jan,3025,2,-1,0,no
21937,32,technician,married,secondary,no,687,no,no,20,aug,161,4,-1,0,no
11869,37,management,married,tertiary,no,142,no,no,20,jun,553,2,-1,0,no
35786,32,blue-collar,married,secondary,no,333,yes,no,8,may,501,2,-1,0,yes
8920,36,blue-collar,married,secondary,no,138,yes,no,4,jun,84,3,-1,0,no
21918,46,technician,married,secondary,no,78,no,no,20,aug,172,2,-1,0,no
9347,40,services,single,secondary,no,546,yes,no,6,jun,219,1,-1,0,no
17519,41,services,married,primary,no,812,yes,yes,29,jul,117,3,-1,0,no
31090,21,blue-collar,single,secondary,no,2265,no,no,17,feb,92,2,-1,0,yes
43337,43,management,divorced,tertiary,no,2367,no,no,22,mar,173,2,181,4,yes
11934,36,services,single,secondary,no,760,no,no,20,jun,9,13,-1,0,no
20873,30,management,married,secondary,no,877,yes,yes,13,aug,92,5,-1,0,no
7999,53,blue-collar,married,primary,no,1942,yes,no,2,jun,185,2,-1,0,no
29228,28,unemployed,single,tertiary,no,0,no,no,2,feb,39,1,-1,0,no
4343,39,management,married,tertiary,no,198,yes,no,19,may,138,8,-1,0,no
253,33,technician,divorced,secondary,no,140,yes,no,5,may,227,1,-1,0,no
36907,59,admin.,married,secondary,no,145,yes,no,12,may,556,2,287,13,yes
2835,58,retired,married,secondary,no,-172,yes,no,14,may,300,1,-1,0,no
30668,37,admin.,single,secondary,no,310,no,yes,6,feb,179,1,-1,0,no
12199,36,admin.,married,tertiary,no,425,no,no,20,jun,11,4,-1,0,no
5800,39,technician,married,secondary,no,-72,yes,no,26,may,207,2,-1,0,no
25243,36,technician,divorced,tertiary,no,1174,yes,no,18,nov,192,2,-1,0,no
10269,56,technician,married,secondary,no,225,yes,no,12,jun,71,12,-1,0,no
15264,28,technician,married,tertiary,no,858,yes,no,17,jul,602,1,-1,0,no
30908,76,retired,married,primary,no,2590,no,no,9,feb,68,12,-1,0,no
34882,42,admin.,married,secondary,no,1455,yes,no,6,may,364,4,-1,0,no
33503,21,student,single,primary,no,3472,no,no,20,apr,66,3,-1,0,no
33058,40,blue-collar,married,primary,no,106,yes,no,17,apr,200,2,-1,0,no
21013,47,technician,divorced,secondary,no,2836,no,yes,14,aug,10,2,-1,0,no
28772,60,admin.,married,secondary,no,2552,no,yes,30,jan,255,2,2,4,no
18853,35,technician,single,tertiary,no,211,no,no,4,aug,53,1,-1,0,no
13210,36,unemployed,divorced,secondary,no,5,yes,no,8,jul,305,1,-1,0,no
15384,27,admin.,married,secondary,no,283,yes,no,18,jul,483,1,-1,0,no
24537,32,management,married,tertiary,no,6274,yes,no,17,nov,500,2,-1,0,no
15820,42,services,married,secondary,no,1301,yes,no,21,jul,510,6,-1,0,no
38434,39,entrepreneur,married,tertiary,yes,-172,yes,no,15,may,562,2,-1,0,yes
14125,44,services,married,secondary,yes,-146,yes,no,11,jul,256,2,-1,0,no
14536,33,services,divorced,secondary,no,437,yes,no,15,jul,184,2,-1,0,no
39787,25,technician,single,secondary,no,938,no,no,1,jun,1048,1,-1,0,yes
21568,30,technician,single,secondary,no,126,no,no,19,aug,256,2,-1,0,no
32679,31,technician,single,tertiary,no,985,yes,no,17,apr,997,1,57,2,yes
24329,58,management,divorced,tertiary,no,0,no,no,17,nov,107,1,-1,0,no
14329,48,management,married,tertiary,no,308,yes,no,14,jul,125,5,-1,0,no
27875,46,management,divorced,tertiary,no,194,no,no,28,jan,97,1,-1,0,no
27233,47,technician,married,secondary,no,834,no,yes,21,nov,902,1,133,2,yes
44278,28,student,single,secondary,no,2015,no,no,26,jul,110,2,182,2,no
29712,54,admin.,single,secondary,no,1178,yes,no,3,feb,41,6,264,2,no
36759,26,entrepreneur,married,tertiary,no,38,yes,no,12,may,119,1,294,5,no
8555,43,technician,single,tertiary,no,27733,yes,no,3,jun,164,7,-1,0,no
16127,36,admin.,single,secondary,no,-301,no,yes,22,jul,312,3,-1,0,no
5704,37,blue-collar,married,primary,no,0,yes,no,26,may,24,1,-1,0,no
33214,23,technician,married,secondary,no,4,yes,no,20,apr,698,1,-1,0,no
31050,37,admin.,married,secondary,no,1314,yes,no,12,feb,118,4,210,3,yes
12465,31,services,married,tertiary,yes,-90,no,yes,1,jul,173,1,-1,0,no
40113,41,technician,single,secondary,no,631,no,no,4,jun,111,3,-1,0,no
16100,30,blue-collar,married,secondary,no,537,yes,no,22,jul,661,2,-1,0,no
3101,30,blue-collar,married,primary,no,1480,yes,no,14,may,360,2,-1,0,no
22259,34,management,single,tertiary,no,197,no,yes,21,aug,274,4,-1,0,no
652,44,self-employed,divorced,tertiary,no,4,yes,no,6,may,312,3,-1,0,no
14862,31,services,single,secondary,no,85,no,no,16,jul,151,1,-1,0,no
44979,24,student,single,secondary,no,1809,no,no,11,oct,165,1,95,2,yes
19387,32,self-employed,married,primary,no,286,yes,no,6,aug,175,1,-1,0,no
5198,57,management,divorced,tertiary,no,461,yes,no,21,may,142,10,-1,0,no
9197,40,management,single,secondary,no,269,no,no,5,jun,128,1,-1,0,no
30571,33,blue-collar,single,secondary,no,687,yes,no,6,feb,178,2,273,1,no
33322,34,blue-collar,married,secondary,no,470,yes,yes,20,apr,217,1,-1,0,no
14205,50,services,married,secondary,no,5,no,yes,11,jul,196,2,-1,0,no
14002,35,blue-collar,divorced,secondary,no,275,no,yes,10,jul,144,5,-1,0,no
1895,35,technician,single,secondary,no,300,yes,no,9,may,338,4,-1,0,no
16654,45,blue-collar,married,primary,no,1670,no,yes,24,jul,171,1,-1,0,no
9352,28,blue-collar,married,secondary,no,708,yes,no,6,jun,339,5,-1,0,no
11280,39,blue-collar,single,secondary,no,1967,no,no,18,jun,156,9,-1,0,no
25744,50,technician,married,secondary,no,3149,yes,no,19,nov,69,1,190,1,no
4886,33,blue-collar,single,primary,no,599,yes,no,21,may,29,1,-1,0,no
778,43,blue-collar,married,primary,no,-454,yes,no,7,may,322,2,-1,0,no
11742,54,blue-collar,married,primary,no,2281,yes,no,20,jun,158,1,-1,0,no
22637,58,services,married,secondary,no,818,no,no,22,aug,283,1,-1,0,no
9958,38,technician,divorced,tertiary,no,1805,no,no,9,jun,952,2,-1,0,yes
35944,39,services,married,secondary,no,-762,yes,yes,8,may,40,6,343,2,no
32693,34,blue-collar,single,secondary,no,-317,yes,no,17,apr,518,3,346,1,no
3702,42,admin.,divorced,secondary,no,153,yes,no,16,may,844,1,-1,0,yes
10720,49,entrepreneur,married,tertiary,no,388,yes,no,16,jun,142,2,-1,0,no
23888,35,management,married,tertiary,no,171,no,no,29,aug,204,2,-1,0,no
6214,55,technician,married,secondary,no,1004,yes,yes,27,may,224,1,-1,0,no
35717,36,services,married,secondary,no,-182,yes,yes,8,may,19,6,304,11,no
44511,62,blue-collar,married,secondary,no,272,no,no,11,aug,146,1,286,2,yes
6544,42,services,married,secondary,no,3620,yes,no,27,may,22,16,-1,0,no
1270,48,blue-collar,married,primary,no,4,yes,no,8,may,198,1,-1,0,no
26959,49,management,married,tertiary,no,436,no,no,21,nov,215,1,-1,0,no
9966,35,blue-collar,married,secondary,no,4,no,no,9,jun,130,2,-1,0,no
