,age,job,marital,education,default,balance,housing,loan,contact,day_of_week,month,duration,campaign,pdays,previous,poutcome,subscribed
37033,58,blue-collar,married,secondary,no,602,yes,no,cellular,13,may,201,1,-1,0,,no
35853,53,services,married,secondary,no,125,yes,no,cellular,8,may,176,1,-1,0,,no
38285,32,blue-collar,single,secondary,no,75,yes,no,cellular,15,may,127,1,-1,0,,no
28728,29,services,single,,no,196,no,no,cellular,30,jan,726,2,-1,0,,yes
1282,38,management,married,tertiary,no,66,yes,no,,8,may,124,1,-1,0,,no
3983,34,management,divorced,tertiary,no,488,yes,no,,16,may,4,2,-1,0,,no
33103,42,blue-collar,married,primary,no,1156,yes,no,telephone,20,apr,37,1,-1,0,,no
14645,60,retired,married,secondary,no,597,no,no,cellular,15,jul,981,1,-1,0,,yes
38162,51,management,married,tertiary,no,0,yes,no,cellular,15,may,60,1,343,7,failure,no
17607,41,technician,married,secondary,no,978,no,no,cellular,29,jul,55,2,-1,0,,no
31474,37,management,married,secondary,no,1180,yes,yes,cellular,1,apr,786,1,135,1,other,no
24403,40,technician,married,secondary,no,1952,yes,no,cellular,17,nov,310,1,-1,0,,no
29864,48,self-employed,married,tertiary,no,1223,yes,no,cellular,4,feb,193,1,-1,0,,no
37636,41,blue-collar,married,secondary,no,14,yes,no,cellular,14,may,161,3,-1,0,,no
4648,32,blue-collar,married,secondary,no,2366,yes,no,,20,may,127,2,-1,0,,no
5968,53,blue-collar,married,secondary,no,974,yes,no,,26,may,197,2,-1,0,,no
44202,38,admin.,single,secondary,no,4803,no,no,cellular,16,jul,129,2,182,2,success,no
637,30,unemployed,divorced,secondary,no,1144,yes,no,,6,may,252,1,-1,0,,no
18284,42,self-employed,married,tertiary,no,0,yes,no,telephone,31,jul,650,19,-1,0,,no
23418,55,admin.,married,secondary,no,356,no,no,telephone,27,aug,554,6,-1,0,,no
1646,35,blue-collar,single,secondary,no,40,yes,no,,9,may,617,4,-1,0,,yes
999,33,technician,single,secondary,no,56,no,no,,7,may,236,2,-1,0,,no
845,33,blue-collar,married,primary,no,716,yes,no,,7,may,83,3,-1,0,,no
8979,39,technician,married,secondary,no,9121,no,no,,5,jun,147,1,-1,0,,no
36270,37,admin.,single,secondary,no,-17,yes,no,cellular,11,may,400,2,340,2,failure,no
7943,53,blue-collar,married,secondary,no,1103,yes,yes,,30,may,163,4,-1,0,,no
36517,54,technician,married,secondary,no,87,yes,no,cellular,12,may,20,8,350,9,failure,no
32486,38,blue-collar,single,secondary,no,397,yes,no,cellular,17,apr,282,1,-1,0,,no
19840,46,self-employed,married,primary,no,107,yes,no,cellular,8,aug,109,6,-1,0,,no
30713,32,blue-collar,married,secondary,no,300,no,no,cellular,6,feb,166,2,-1,0,,no
33383,52,blue-collar,married,secondary,no,782,yes,yes,cellular,20,apr,104,1,-1,0,,no
36407,34,technician,single,secondary,no,174,no,no,telephone,11,may,259,4,-1,0,,no
9337,36,housemaid,married,primary,no,122,no,no,,6,jun,78,1,-1,0,,no
7068,40,blue-collar,married,secondary,no,-428,yes,no,,28,may,585,3,-1,0,,no
2013,50,services,married,secondary,no,107,yes,no,,9,may,71,4,-1,0,,no
30894,40,management,married,secondary,no,99,no,no,cellular,9,feb,15,5,-1,0,,no
10007,57,services,divorced,primary,no,1367,no,no,,9,jun,144,3,-1,0,,no
27590,31,services,married,secondary,yes,-158,yes,no,cellular,21,nov,214,2,-1,0,,no
37408,30,services,married,secondary,no,2191,yes,no,cellular,13,may,157,4,-1,0,,no
36815,24,student,single,tertiary,no,603,yes,no,cellular,12,may,157,5,-1,0,,no
19482,35,technician,divorced,tertiary,no,20,yes,yes,cellular,7,aug,51,2,-1,0,,no
16107,51,management,divorced,tertiary,no,0,no,yes,cellular,22,jul,176,4,-1,0,,no
32902,33,services,married,secondary,no,-124,no,no,cellular,17,apr,150,2,325,1,failure,no
29163,30,management,single,tertiary,no,45,no,no,telephone,2,feb,211,2,-1,0,,no
18500,39,management,single,tertiary,no,2258,yes,no,cellular,31,jul,255,2,-1,0,,no
31665,41,blue-collar,married,secondary,no,0,yes,no,cellular,6,apr,165,4,-1,0,,no
14508,41,blue-collar,married,secondary,no,514,no,yes,telephone,15,jul,321,3,-1,0,,no
2713,47,management,divorced,secondary,no,3346,yes,yes,,13,may,284,2,-1,0,,no
11679,41,management,married,secondary,no,1273,no,no,,20,jun,73,3,-1,0,,no
33528,56,blue-collar,divorced,secondary,no,9698,yes,no,cellular,20,apr,189,2,-1,0,,no
41674,37,technician,married,,no,189,no,no,cellular,1,oct,238,1,107,2,success,yes
4104,32,services,married,secondary,no,132,yes,yes,,19,may,343,2,-1,0,,no
30108,55,housemaid,married,primary,no,10,no,no,cellular,4,feb,174,3,-1,0,,no
22002,30,technician,single,secondary,no,790,no,no,cellular,20,aug,696,3,-1,0,,no
23956,36,technician,single,tertiary,no,268,no,no,cellular,29,aug,54,12,-1,0,,no
3106,41,blue-collar,married,secondary,no,2157,yes,no,,14,may,154,2,-1,0,,no
21441,52,services,divorced,primary,no,-644,no,no,cellular,18,aug,119,3,-1,0,,no
39048,33,blue-collar,single,secondary,no,-38,yes,no,cellular,18,may,184,1,-1,0,,no
18888,52,management,married,tertiary,no,193,no,no,cellular,4,aug,145,1,-1,0,,no
34143,39,management,married,tertiary,no,0,no,no,cellular,30,apr,342,3,22,3,other,yes
10847,47,blue-collar,married,primary,no,145,no,no,,17,jun,255,1,-1,0,,no
28485,33,services,single,tertiary,no,-452,no,no,cellular,29,jan,692,2,-1,0,,yes
27303,43,management,married,tertiary,no,13851,yes,no,cellular,21,nov,259,1,-1,0,,no
16202,35,management,single,secondary,no,1031,yes,no,cellular,22,jul,254,1,-1,0,,no
34824,45,unemployed,married,secondary,no,56,yes,no,cellular,6,may,195,1,-1,0,,no
35164,33,admin.,single,tertiary,no,490,yes,no,cellular,7,may,31,1,363,2,failure,no
25920,33,unemployed,married,secondary,yes,-108,yes,yes,cellular,19,nov,286,3,-1,0,,no
33109,34,blue-collar,married,secondary,no,2076,yes,no,cellular,20,apr,257,1,-1,0,,no
31473,27,management,single,tertiary,no,0,yes,no,cellular,1,apr,124,1,-1,0,,no
26189,54,entrepreneur,divorced,tertiary,no,20527,no,no,telephone,20,nov,66,1,-1,0,,no
40421,42,entrepreneur,married,secondary,no,2959,yes,no,telephone,2,jul,711,1,342,1,failure,yes
27338,38,technician,married,secondary,no,1,yes,no,cellular,21,nov,57,5,199,1,success,no
40944,70,technician,married,tertiary,no,6797,no,no,cellular,12,aug,298,1,-1,0,,no
34643,39,blue-collar,single,secondary,no,290,yes,no,cellular,5,may,128,1,336,1,other,no
11427,45,services,divorced,secondary,no,1381,no,no,,19,jun,653,2,-1,0,,no
32879,33,blue-collar,single,primary,no,557,yes,no,cellular,17,apr,91,2,331,2,failure,no
13482,35,housemaid,married,primary,no,218,yes,no,cellular,9,jul,127,1,-1,0,,no
21549,60,retired,married,secondary,no,0,no,no,cellular,19,aug,359,4,-1,0,,no
35877,43,blue-collar,married,primary,no,361,yes,no,cellular,8,may,87,2,-1,0,,no
23909,39,management,single,secondary,no,36,no,no,cellular,29,aug,70,2,-1,0,,no
35288,24,admin.,married,secondary,no,61,yes,yes,cellular,7,may,278,1,343,2,other,no
22771,54,blue-collar,married,secondary,no,983,no,no,cellular,25,aug,54,6,-1,0,,no
15027,32,management,married,tertiary,no,958,yes,no,telephone,17,jul,151,1,-1,0,,no
28079,33,admin.,divorced,secondary,no,1,no,no,cellular,28,jan,119,2,-1,0,,no
1131,48,admin.,married,secondary,no,5,yes,no,,7,may,697,2,-1,0,,no
38630,24,admin.,single,secondary,no,290,yes,no,cellular,15,may,80,3,368,4,failure,no
44364,26,technician,single,secondary,no,1873,no,no,cellular,2,aug,1013,3,276,2,other,no
7231,39,technician,divorced,secondary,no,1270,yes,no,,29,may,245,4,-1,0,,no
41205,34,technician,married,tertiary,no,197,no,no,cellular,20,aug,78,3,-1,0,,yes
22364,52,blue-collar,married,secondary,no,-164,no,no,cellular,22,aug,314,4,-1,0,,no
3265,56,blue-collar,divorced,primary,no,5041,yes,no,,15,may,158,1,-1,0,,no
42260,50,technician,divorced,,no,2794,no,no,cellular,13,nov,350,5,93,2,success,no
7048,51,entrepreneur,married,,no,606,yes,no,,28,may,560,9,-1,0,,yes
8173,34,unemployed,divorced,tertiary,yes,75,yes,no,,2,jun,31,3,-1,0,,no
17019,32,unemployed,married,tertiary,no,1,no,no,cellular,25,jul,449,2,-1,0,,no
16057,52,blue-collar,married,secondary,no,5275,no,yes,cellular,22,jul,1029,3,-1,0,,no
25862,31,services,married,secondary,no,-489,yes,yes,cellular,19,nov,392,3,-1,0,,no
13613,34,technician,married,secondary,no,550,no,yes,cellular,9,jul,601,1,-1,0,,no
41418,62,management,married,tertiary,no,0,no,no,cellular,3,sep,299,1,-1,0,,yes
22452,46,management,single,tertiary,no,0,no,no,cellular,22,aug,686,2,-1,0,,yes
44850,36,management,single,tertiary,no,5958,yes,no,cellular,22,sep,155,1,184,1,success,yes
3701,33,management,married,tertiary,no,273,yes,no,,16,may,803,1,-1,0,,yes
22409,53,blue-collar,married,secondary,no,25,no,no,cellular,22,aug,528,2,-1,0,,yes
44705,38,entrepreneur,married,tertiary,no,1649,no,yes,cellular,6,sep,218,2,432,3,success,no
31581,28,technician,single,tertiary,no,172,yes,yes,cellular,3,apr,100,14,60,2,failure,no
21858,40,admin.,single,tertiary,no,27,no,no,cellular,20,aug,467,2,-1,0,,yes
42116,58,admin.,married,secondary,no,2777,yes,no,telephone,2,nov,214,3,-1,0,,no
30618,42,blue-collar,divorced,primary,no,103,yes,no,cellular,6,feb,170,1,-1,0,,no
2231,52,admin.,divorced,secondary,no,944,yes,no,,12,may,198,3,-1,0,,no
14197,40,entrepreneur,married,primary,no,0,yes,no,cellular,11,jul,271,2,-1,0,,no
8482,37,services,married,secondary,no,0,yes,no,,3,jun,126,1,-1,0,,no
34296,38,management,divorced,tertiary,no,6368,yes,no,cellular,4,may,922,4,-1,0,,yes
39113,26,blue-collar,single,secondary,no,0,yes,no,cellular,18,may,82,4,-1,0,,no
4052,26,admin.,single,secondary,no,-326,yes,no,,19,may,128,3,-1,0,,no
17367,38,admin.,married,secondary,no,337,no,no,cellular,28,jul,624,4,-1,0,,no
16098,50,blue-collar,married,secondary,no,2013,no,yes,cellular,22,jul,226,1,-1,0,,no
15993,36,management,married,tertiary,no,322,yes,no,cellular,22,jul,485,1,-1,0,,no
42596,40,admin.,divorced,secondary,no,212,no,no,,7,jan,176,1,-1,0,,no
23575,46,management,married,tertiary,no,1906,no,no,cellular,28,aug,44,6,-1,0,,no
44506,34,technician,single,secondary,no,2085,no,no,cellular,10,aug,356,3,182,2,success,yes
37882,33,entrepreneur,married,tertiary,no,1145,yes,no,cellular,14,may,92,3,-1,0,,no
38421,23,services,married,secondary,no,2211,yes,no,cellular,15,may,210,2,-1,0,,no
780,30,admin.,married,secondary,no,4,no,no,,7,may,172,8,-1,0,,no
24232,37,management,single,tertiary,no,411,yes,yes,cellular,17,nov,142,1,-1,0,,no
24158,34,management,married,tertiary,no,676,no,no,telephone,11,nov,486,1,-1,0,,yes
6266,44,admin.,divorced,secondary,no,-88,yes,no,,27,may,600,2,-1,0,,no
34654,32,management,married,tertiary,no,4761,yes,no,cellular,5,may,159,2,350,2,failure,no
15754,40,blue-collar,married,primary,no,177,yes,yes,telephone,21,jul,742,4,-1,0,,no
24457,47,entrepreneur,married,secondary,no,2192,yes,no,cellular,17,nov,134,1,-1,0,,no
12601,26,blue-collar,married,secondary,no,128,no,no,,4,jul,355,1,-1,0,,no
26482,49,self-employed,married,tertiary,no,2143,no,no,cellular,20,nov,226,3,-1,0,,no
11020,37,management,single,tertiary,yes,-25,no,no,,17,jun,136,2,-1,0,,no
22032,33,management,single,tertiary,no,12,no,no,cellular,20,aug,471,5,-1,0,,no
36423,42,blue-collar,married,primary,no,869,yes,yes,cellular,11,may,718,2,-1,0,,no
17538,55,services,married,secondary,no,408,yes,no,cellular,29,jul,314,2,-1,0,,no
44517,60,technician,married,secondary,no,116,no,no,cellular,11,aug,329,2,181,8,success,yes
31574,41,technician,single,secondary,no,-41,yes,yes,cellular,3,apr,154,1,-1,0,,no
9239,39,blue-collar,married,primary,no,12848,yes,no,,5,jun,337,2,-1,0,,no
5712,35,technician,single,secondary,no,103,yes,no,,26,may,290,2,-1,0,,no
30604,33,management,divorced,tertiary,no,387,no,no,cellular,6,feb,17,5,-1,0,,no
39865,26,technician,married,secondary,no,915,no,no,cellular,2,jun,384,1,-1,0,,yes
32887,31,admin.,single,secondary,no,0,no,no,cellular,17,apr,188,3,-1,0,,yes
30159,36,student,single,secondary,no,904,no,no,telephone,5,feb,36,9,8,13,other,no
30522,51,unemployed,married,secondary,no,3640,no,no,telephone,5,feb,295,6,-1,0,,no
16020,30,management,single,tertiary,no,14,no,yes,cellular,22,jul,90,1,-1,0,,no
8111,33,management,divorced,tertiary,no,166,yes,no,,2,jun,278,1,-1,0,,no
3316,44,blue-collar,single,secondary,no,641,no,no,,15,may,257,1,-1,0,,no
13135,25,self-employed,single,tertiary,no,-44,no,yes,cellular,8,jul,201,1,-1,0,,no
11001,55,admin.,divorced,secondary,no,0,no,no,,17,jun,76,2,-1,0,,no
12669,44,technician,married,tertiary,no,1146,no,no,cellular,4,jul,178,2,-1,0,,no
35476,27,student,single,secondary,no,8366,no,no,cellular,7,may,458,2,349,1,other,no
35158,30,services,married,secondary,no,0,yes,no,cellular,7,may,512,1,-1,0,,no
6600,36,blue-collar,divorced,secondary,no,-59,yes,no,,28,may,193,1,-1,0,,no
1851,41,blue-collar,single,secondary,no,184,yes,no,,9,may,1054,2,-1,0,,no
26589,49,management,single,tertiary,no,4465,yes,no,cellular,20,nov,72,2,-1,0,,no
34941,31,admin.,married,secondary,no,223,no,no,cellular,6,may,297,1,-1,0,,no
9077,39,services,married,secondary,no,-119,no,yes,,5,jun,104,2,-1,0,,no
11376,51,technician,divorced,secondary,no,107,no,no,,19,jun,593,1,-1,0,,no
25471,30,management,single,tertiary,no,5561,yes,no,cellular,19,nov,511,1,-1,0,,yes
15581,29,technician,married,tertiary,no,-14,no,no,cellular,21,jul,203,2,-1,0,,no
11751,51,blue-collar,married,secondary,yes,0,no,yes,,20,jun,179,3,-1,0,,no
41411,32,admin.,married,secondary,no,995,no,no,cellular,3,sep,331,1,99,2,other,yes
3131,49,blue-collar,married,secondary,no,2631,yes,no,,14,may,76,2,-1,0,,no
9909,52,unemployed,married,secondary,no,-9,no,no,,9,jun,123,1,-1,0,,no
1898,23,services,single,secondary,no,105,yes,yes,,9,may,305,2,-1,0,,no
11504,29,blue-collar,married,secondary,no,508,yes,yes,,19,jun,262,5,-1,0,,no
30486,30,admin.,married,tertiary,no,285,no,no,cellular,5,feb,693,2,-1,0,,no
9741,59,housemaid,married,primary,no,0,no,no,,9,jun,332,1,-1,0,,no
36580,30,management,single,tertiary,no,112,yes,yes,cellular,12,may,451,2,349,2,failure,no
37779,45,entrepreneur,married,primary,no,276,yes,yes,cellular,14,may,586,1,364,1,failure,no
13115,26,services,single,secondary,no,-90,no,yes,cellular,8,jul,240,1,-1,0,,no
37834,34,admin.,married,secondary,no,774,yes,yes,cellular,14,may,163,1,175,6,other,no
19453,51,management,married,tertiary,no,10077,no,no,cellular,7,aug,93,2,-1,0,,no
33019,35,blue-collar,married,secondary,no,1207,yes,no,cellular,17,apr,694,2,331,1,success,no
448,32,services,single,secondary,no,310,yes,no,,6,may,144,1,-1,0,,no
13339,44,self-employed,married,secondary,no,5068,no,no,cellular,8,jul,256,2,-1,0,,no
38044,55,admin.,divorced,secondary,no,-288,yes,no,cellular,14,may,62,4,352,2,failure,no
42782,33,technician,married,tertiary,no,1699,no,no,cellular,28,jan,202,1,83,3,success,yes
21486,33,services,married,secondary,no,610,no,yes,cellular,19,aug,116,7,-1,0,,no
12834,40,management,divorced,tertiary,no,492,no,yes,cellular,7,jul,125,2,-1,0,,no
26849,33,blue-collar,single,secondary,no,4404,yes,no,cellular,20,nov,766,3,-1,0,,no
516,44,admin.,married,,no,40,no,yes,,6,may,160,2,-1,0,,no
12301,58,blue-collar,divorced,secondary,no,314,no,no,,25,jun,67,2,-1,0,,no
26868,53,management,married,tertiary,no,3366,no,no,telephone,20,nov,278,6,112,2,failure,no
27109,41,services,single,secondary,no,92,no,no,cellular,21,nov,372,1,-1,0,,yes
29602,46,,married,,no,677,no,no,cellular,3,feb,425,1,82,1,failure,no
10736,36,technician,married,tertiary,no,579,yes,no,,16,jun,80,3,-1,0,,no
28094,35,technician,married,secondary,no,2,no,no,telephone,28,jan,653,3,-1,0,,no
42682,38,services,married,secondary,no,282,no,no,cellular,15,jan,360,3,-1,0,,no
18977,45,admin.,married,secondary,no,0,yes,yes,cellular,4,aug,368,2,-1,0,,no
27912,58,services,divorced,secondary,no,0,no,no,cellular,28,jan,250,2,-1,0,,no
7543,36,management,single,tertiary,no,7606,yes,no,,30,may,917,1,-1,0,,yes
40465,31,management,single,tertiary,no,9629,no,no,cellular,3,jul,67,2,-1,0,,no
33868,39,technician,single,secondary,no,15,yes,no,cellular,30,apr,510,1,-1,0,,yes
5787,37,unemployed,married,secondary,no,-476,yes,no,,26,may,149,2,-1,0,,no
2597,44,technician,single,tertiary,no,607,yes,no,,13,may,119,2,-1,0,,no
41623,39,admin.,married,secondary,no,150,no,no,cellular,25,sep,55,1,46,7,other,no
17350,50,admin.,married,secondary,no,546,no,no,cellular,28,jul,82,6,-1,0,,no
4337,60,retired,married,secondary,no,819,yes,no,,19,may,110,2,-1,0,,no
13189,30,services,married,secondary,no,2261,yes,yes,cellular,8,jul,250,2,-1,0,,no
30528,59,self-employed,single,primary,no,0,yes,no,telephone,5,feb,1307,2,-1,0,,no
39057,38,admin.,single,secondary,no,144,yes,no,cellular,18,may,177,1,-1,0,,no
44451,45,management,married,tertiary,no,2077,no,no,cellular,5,aug,163,1,-1,0,,no
6182,25,blue-collar,single,secondary,no,-187,yes,yes,,27,may,275,4,-1,0,,no
41190,51,blue-collar,married,secondary,no,1797,yes,no,cellular,20,aug,168,1,-1,0,,no
5043,39,technician,married,secondary,no,4444,yes,no,,21,may,244,1,-1,0,,no
21039,52,blue-collar,married,,no,51,no,no,cellular,14,aug,935,2,-1,0,,no
26517,47,blue-collar,married,primary,no,2,yes,yes,cellular,20,nov,661,4,190,1,failure,no
19309,59,retired,married,primary,no,1390,no,yes,cellular,6,aug,148,2,-1,0,,no
29514,30,entrepreneur,married,secondary,no,1013,yes,no,cellular,3,feb,24,9,-1,0,,no
26806,36,services,divorced,secondary,no,54,yes,no,cellular,20,nov,355,6,-1,0,,no
25353,56,retired,married,secondary,no,728,no,no,cellular,18,nov,163,2,110,15,failure,no
29219,40,management,married,tertiary,no,0,yes,no,cellular,2,feb,279,1,-1,0,,no
31388,41,admin.,married,secondary,no,158,yes,no,cellular,24,mar,115,2,-1,0,,no
5239,31,blue-collar,married,secondary,no,360,yes,no,,23,may,395,1,-1,0,,no
34754,34,technician,single,secondary,no,22,yes,no,cellular,6,may,197,1,-1,0,,no
3007,30,blue-collar,married,secondary,no,128,yes,no,,14,may,273,1,-1,0,,no
26476,51,blue-collar,married,primary,no,3185,yes,no,cellular,20,nov,187,2,-1,0,,no
33533,45,services,married,primary,no,2406,yes,yes,cellular,20,apr,108,2,-1,0,,no
4910,34,management,single,tertiary,no,0,yes,no,,21,may,311,1,-1,0,,no
44792,40,entrepreneur,married,tertiary,no,3585,no,no,cellular,15,sep,506,3,-1,0,,yes
9609,45,services,married,secondary,no,162,no,no,,6,jun,166,4,-1,0,,no
11646,43,blue-collar,married,,no,-19,no,yes,,20,jun,241,2,-1,0,,no
19722,40,technician,married,tertiary,no,162,no,no,cellular,7,aug,256,3,-1,0,,no
23086,52,self-employed,divorced,secondary,no,385,no,yes,cellular,26,aug,96,4,-1,0,,no
15938,34,management,married,tertiary,no,1703,yes,no,cellular,22,jul,153,5,-1,0,,no
3859,55,management,married,primary,no,19,yes,no,,16,may,56,3,-1,0,,no
36960,43,management,single,tertiary,no,359,yes,no,telephone,12,may,899,3,-1,0,,no
39169,30,admin.,married,secondary,no,2678,yes,no,cellular,18,may,23,5,-1,0,,no
16125,31,management,single,tertiary,no,4331,yes,no,cellular,22,jul,318,1,-1,0,,no
17605,42,self-employed,married,secondary,no,2130,yes,yes,cellular,29,jul,146,2,-1,0,,no
34268,50,management,married,tertiary,no,346,no,no,cellular,4,may,76,2,87,1,success,no
17762,58,admin.,married,secondary,no,145,yes,no,telephone,29,jul,616,13,-1,0,,yes
35484,35,blue-collar,married,primary,no,1033,yes,no,cellular,7,may,244,2,-1,0,,no
38556,36,admin.,single,secondary,no,148,yes,no,cellular,15,may,1357,4,374,2,failure,yes
28157,37,unemployed,married,secondary,no,4769,no,no,cellular,29,jan,124,1,-1,0,,no
36220,29,management,married,tertiary,no,340,yes,no,cellular,11,may,21,6,-1,0,,no
45155,44,entrepreneur,married,tertiary,no,121,no,no,cellular,9,nov,248,1,91,1,success,yes
2446,42,blue-collar,married,secondary,no,476,yes,no,,13,may,93,1,-1,0,,no
28509,30,services,single,secondary,no,9,no,yes,cellular,29,jan,194,2,205,2,failure,no
29319,49,blue-collar,married,primary,no,4,yes,yes,cellular,2,feb,161,2,-1,0,,no
23731,31,technician,single,tertiary,no,162,no,no,cellular,28,aug,13,9,-1,0,,no
4669,35,management,single,tertiary,no,1423,yes,no,,20,may,88,1,-1,0,,no
35848,39,blue-collar,married,secondary,no,576,yes,no,cellular,8,may,212,1,-1,0,,no
32019,33,technician,single,tertiary,no,318,yes,no,cellular,14,apr,401,1,-1,0,,no
11318,57,blue-collar,married,primary,no,1236,no,no,,18,jun,152,9,-1,0,,no
13237,34,technician,single,secondary,yes,-2,no,yes,cellular,8,jul,283,1,-1,0,,no
23474,55,technician,married,secondary,no,3207,no,no,cellular,28,aug,85,12,-1,0,,no
2279,28,unemployed,single,secondary,yes,-353,yes,no,,12,may,89,3,-1,0,,no
